ID,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22
2824,0.0,0.0,0.0,0.0,0.0,0.8302421663682182,0.26684922568905,0.33510182997304516,0.0,0.0,0.0,0.0,0.8855518810681677,4.052847003847567,0.0,0.7873032088980589,0.8996490308232021,0.0,0.0,0.9524846338379331,1
11791,2.654032118769705,0.8613501812652611,0.0,0.0,0.0,0.8302421663682182,0.80054767706715,0.33510182997304516,0.8899359301767021,2.3287862618113557,0.0,1.835109224308683,0.8855518810681677,0.8105694007695133,0.0,2.361909626694177,1.7992980616464043,1.7056934573312323,0.0,0.0,1
12625,0.0,0.0,0.0,0.0,0.8587915444749367,0.0,0.0,0.0,1.7798718603534043,0.0,2.6989470924696066,0.0,0.0,0.0,0.0,0.0,0.8996490308232021,0.0,0.0,0.0,1
12962,0.0,0.0,0.0,2.810121133107293,0.0,0.0,0.0,0.33510182997304516,0.8899359301767021,0.0,0.8996490308232021,0.0,0.0,1.6211388015390267,0.8873031950009027,0.0,0.0,0.0,0.0,0.0,1
33035,0.0,0.8613501812652611,2.528211368295187,0.0,0.0,0.8302421663682182,0.26684922568905,0.0,0.0,0.0,0.8996490308232021,0.0,0.8855518810681677,0.0,0.0,0.0,0.8996490308232021,0.8528467286656162,0.0,0.0,1
35277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762620872704519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40237,5.30806423753941,6.029451268856827,0.8427371227650623,0.0,0.0,4.98145299820931,10.673969027562,4.356323789649587,0.0,0.7762620872704519,0.0,1.835109224308683,0.0,0.0,0.0,0.7873032088980589,0.0,5.117080371993697,8.435756972376835,6.667392436865532,1
40331,0.0,0.0,0.0,0.0,0.0,1.6604843327364365,0.5336984513781,0.0,0.0,0.0,0.0,0.0,1.7711037621363355,0.0,0.0,0.0,0.0,0.0,0.8435756972376834,0.0,1
41576,0.0,0.0,0.0,0.0,0.0,0.0,0.26684922568905,1.0053054899191354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41730,0.0,0.0,0.8427371227650623,0.0,0.8587915444749367,0.0,0.26684922568905,1.0053054899191354,0.0,0.0,0.0,0.0,0.0,0.0,0.8873031950009027,0.7873032088980589,0.0,0.0,0.0,0.0,1
42444,0.0,0.0,1.6854742455301246,0.0,0.0,2.490726499104655,0.0,0.0,0.0,0.0,0.0,0.9175546121543415,0.0,0.0,0.8873031950009027,0.0,0.0,0.0,0.0,0.0,1
42470,0.0,0.0,0.0,0.0,0.8587915444749367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9524846338379331,1
43114,2.654032118769705,0.8613501812652611,0.8427371227650623,0.0,0.8587915444749367,0.8302421663682182,0.26684922568905,0.6702036599460903,0.8899359301767021,0.0,0.8996490308232021,0.0,0.0,0.0,0.8873031950009027,1.5746064177961179,0.0,0.0,0.0,0.9524846338379331,1
43135,0.0,0.0,0.0,0.0,0.0,0.0,0.26684922568905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996490308232021,0.0,0.0,0.0,1
43293,0.0,0.8613501812652611,0.0,0.0,0.0,0.0,0.26684922568905,0.6702036599460903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43461,7.077418983385881,6.890801450122089,5.056422736590374,6.556949310583683,6.011540811324557,8.302421663682182,2.6684922568905,2.345712809811316,3.5597437207068086,4.6575725236227115,7.197192246585617,2.7526638364630247,5.313311286409006,7.29512460692562,6.211122365006319,10.234941715674767,4.4982451541160104,4.2642336433280805,11.810059761327569,2.857453901513799,1
43469,0.8846773729232351,0.8613501812652611,0.8427371227650623,0.0,0.8587915444749367,1.6604843327364365,0.80054767706715,0.0,0.8899359301767021,0.0,3.5985961232928085,0.9175546121543415,1.7711037621363355,2.43170820230854,0.8873031950009027,0.7873032088980589,0.8996490308232021,1.7056934573312323,0.8435756972376834,0.9524846338379331,1
43498,0.8846773729232351,0.8613501812652611,0.0,0.0,1.7175830889498733,1.6604843327364365,0.0,0.0,0.8899359301767021,2.3287862618113557,0.0,1.835109224308683,0.8855518810681677,0.0,0.0,0.7873032088980589,1.7992980616464043,0.0,0.8435756972376834,0.0,1
43537,1.7693547458464702,2.584050543795783,1.6854742455301246,1.8734140887381951,1.7175830889498733,2.490726499104655,0.26684922568905,0.0,1.7798718603534043,1.5525241745409037,3.5985961232928085,0.9175546121543415,4.427759405340838,3.2422776030780533,0.0,4.723819253388354,2.6989470924696066,0.8528467286656162,3.3743027889507338,0.0,1
43579,6.192741610462646,4.306750906326306,12.641056841475935,7.493656354952781,8.587915444749367,4.98145299820931,3.2021907082686,1.675509149865226,1.7798718603534043,10.867669221786326,5.397894184939213,2.7526638364630247,1.7711037621363355,4.052847003847567,4.436515975004514,2.361909626694177,9.896139339055223,10.234160743987394,8.435756972376835,8.572361704541398,1
43590,0.0,0.0,0.0,0.0,0.0,0.0,0.5336984513781,0.0,0.0,1.5525241745409037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6871513944753669,0.9524846338379331,1
