ID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
1,100.58908935356972,99.84902206160567,99.9958730324771,98.78604389597372,101.35916196764994,100.16368002553698,99.72372618862012,98.73333109369517,100.17129358175332,101.13946033175088,99.46678586634792,102.58785619471013,99.66544307602918,100.45772610718016,99.53355400818717,99.3269558086133,98.55670337916905,99.13190418663247,100.46049146643108,100.5633557618414,1
2,100.33270004150721,100.26533094375596,100.63235436742293,101.32114610737918,100.2704082851357,99.53880337664445,99.0632214034185,99.27222756742461,99.53475491812685,100.75453315779635,100.6098228115372,98.9420894123335,100.2184309290043,100.21959930002704,99.74006538986994,98.07653325564272,99.1146426344069,100.56627026345546,101.2942683344214,101.21054471410827,1
3,99.67960947063965,99.54373256788352,99.33369710471634,100.15096445986481,99.85094131794602,99.02777307958794,101.09105434506944,100.02007280245563,98.08654605487543,99.21871829741697,101.02021964681451,102.40221500008498,99.97963648253584,100.9172240017282,101.3288069478609,98.8750883741311,99.61169503577698,99.16420511231102,99.1386375139874,101.2547571853624,1
4,101.58353951624402,101.68428762083437,99.22133978469455,100.26392877220638,101.01301321035199,100.1083243708523,101.16368194419258,99.5086433101444,100.76941898543646,100.4698155635262,99.49385260016787,100.37692630124496,100.4971884325798,100.60551784722662,101.33134540162695,99.5563618513628,101.70790123573504,99.91900112391203,100.46642430808473,99.85116753907144,1
5,97.75487597225111,99.09679073175704,100.7220182633375,100.84062906364181,99.64955856858613,100.24594709245916,100.65396575390804,100.58471641818235,98.98858609074539,100.07749453718489,100.59343836120509,98.97175036682238,99.138232593893,99.22353941885028,100.33186465561481,101.00972123752177,100.33205833387531,100.13988843616532,99.40410121586315,100.0609081225059,1
6,100.78736027508111,100.84302970539417,100.04297307414903,100.58141302367387,99.93869621590044,99.3720637851579,100.04067921322762,100.97631787033164,99.16602608576964,99.82025556359163,99.17583913904659,100.02067475685939,101.2228956651156,99.43506887948749,100.40691695536262,101.37008356868812,99.99611896051958,99.67353127606518,101.75498214923716,100.73795579494879,1
7,101.30292262231607,99.7137495870831,97.39010232122541,101.78010258082645,101.17766290244,99.8419822442416,100.67517510166552,100.3750993992545,99.18910939664146,100.39707156605584,99.32492514934093,98.89064042583593,99.46133851629195,100.23672540040715,98.75584728194845,99.13162153861018,99.40429646023425,97.39950316952373,99.56893794304403,98.82298024513277,1
8,98.55858027856175,99.37267497990736,100.48850983895892,97.36113207733574,101.48215505039423,100.52187911742645,99.17561555308446,100.3201394929226,98.9970395232926,98.3758522832007,101.21788283032016,101.15015719303652,99.72757996449879,100.43020733909042,98.85823958642597,100.69799283363879,100.15982212181605,100.68506949973795,100.17183625292438,100.42537471277852,1
9,101.5312383286782,98.99252373727808,100.99947226095637,100.1909610270308,99.08518994877456,99.67396090880472,99.86939648480815,100.65336315569103,99.32779290595064,99.69414697439453,100.5562903260004,99.82239181074296,99.84652700252406,99.69899377123319,99.8953469116082,101.37580921415856,101.17332397129711,100.50062930433911,99.22746899806425,100.96553850365369,1
10,101.08935809103139,101.54633658546682,101.56260180840953,99.84431865929717,100.56521944054262,99.69913446989686,101.38743257648133,100.70036322176118,100.32214713029298,99.9432275419744,100.31196995622304,101.10446769710735,99.98733407856466,99.85661615466479,98.80189331939147,100.38935722093805,99.94623045863702,98.40949667142928,99.66110455785574,102.39821516352882,1
11,101.83127168648006,99.7760866152482,99.31369511961974,101.10471523964061,100.8311395235453,99.40420535947925,99.36394603886855,99.81106556417473,99.72019611615193,100.15513043473865,100.91814368151647,99.46948768190649,101.00405349356326,98.80892917515277,99.88981494249143,99.15196725400801,100.4858608169244,100.35272276891861,101.17607923967796,99.76267985549288,1
12,100.88672852398571,99.70621352748364,99.0104580042857,99.63441513120416,99.18498613531044,97.73520741956993,102.45856920264004,99.77978245687021,101.57038972116567,100.23969097223993,99.35297884015851,98.53907642610574,99.62775067694065,99.85469840574946,99.21188356088024,99.52105152020305,99.55355233601045,99.62573357615223,98.17572604424205,98.70058219541396,1
13,102.11112759547713,99.44560955253561,99.6208917258851,101.12193145245351,98.78743366448985,100.01771954442792,97.57931124239704,98.88584124798057,99.1699738655083,100.13418830828589,100.83417576410685,100.17411032212743,100.76860729080573,99.30196863880055,99.56209961995633,99.3136296087491,99.29976441049479,99.36655901828505,101.84657529169026,99.08487612840787,1
14,99.13696690333866,99.45994439374162,100.41924417255316,99.5224642580004,100.11522750472821,98.83826359308178,99.89460942109349,99.19360710730064,100.26082694108764,102.14601837683512,97.07700184460282,99.5307584701448,101.43787956969332,100.33738261448379,101.56899324033559,99.90042522330472,101.27495313330833,100.5244414691673,100.00133539890714,100.06697325647859,1
15,99.81557501607926,100.67837067740321,100.39795210196323,98.7355832746753,101.8979274230968,99.12871725688967,99.32510433864866,100.36026104203593,98.64023577238943,99.16845584102103,98.92212625745964,100.32724737362835,99.99612460118294,100.83045654070968,99.39272306127071,100.78088939460122,98.41985265011742,99.7851493165324,99.81784811005066,99.40552685273553,1
16,98.86286946522443,99.43844431156793,100.6221268539896,100.40580994579524,100.98812441950126,99.26565410490015,101.37778184005408,98.98087792737734,99.54822046142216,100.47068304072688,100.65997845410067,99.98123734889356,100.69146155760318,99.54145631472944,100.34232561232285,98.56535380371945,101.04001407046364,100.2012462910397,100.11298577486271,99.32693550751615,1
17,99.59494982145718,101.66214822955774,100.92729455880664,98.84271468656458,100.08934698518728,99.65095931007002,100.46076881271841,99.06052841179147,100.15615023769728,99.05914794698269,99.73839695667785,99.97398859622446,99.19262432352714,100.0491517062794,99.69203984563022,100.4755737650794,98.68009429305008,101.40131705382086,99.55787279154113,100.37987889055546,1
18,97.90329198624067,99.56442316953597,99.55794600107082,99.47384500302225,101.17498469927885,100.11729580054839,99.20710518224752,100.23081941840549,101.76758588220694,101.03648682792898,99.82538949731334,100.61335097806132,99.72536350942528,100.6318031587496,101.14818452992384,98.90564588460904,102.31116954459507,100.4756911684989,100.28105036595936,99.21495524118376,1
19,100.70359830554912,100.09496198235625,99.72873550873105,99.11249620438745,100.72938711105402,100.14482811878247,102.21065639695718,98.48026356808825,101.20714463966365,100.64381817949268,100.02205007892674,101.18690200129599,97.89983835959345,100.50683033353846,100.04575761025292,98.40067721920936,100.15639014423573,98.65005628443015,99.75150025597856,100.19595817696917,1
20,99.91700063358628,99.61823509955904,100.43340748670286,101.25232791347916,100.49759444264457,97.69329862762741,99.03656572637654,100.0298782406692,99.96152790886549,99.7888741266684,98.85428068032515,100.61659062174095,99.48219494552532,100.50021648600057,100.52864405227085,98.6470611823241,100.74827999144911,99.96854882732733,98.9035869673367,99.9466665421415,1
21,100.80255907323848,99.37470793810151,98.72051745589334,100.77859800790797,101.88470155794359,98.9624019963241,99.3469800546475,102.13184791214599,101.1156935196942,100.48716014659892,99.32961711033994,99.4588348980114,98.38672189128376,100.71073591888019,99.98485706550947,98.60605465064876,99.90497064198931,101.7879030217796,99.7457753918523,98.31883634731753,1
22,100.17709490480875,100.81640102868664,101.22009669211732,97.19869444100469,99.70122537319367,100.85783863901361,101.43991937332474,100.37415702120133,99.95457108627869,100.83453489077067,99.91033034640552,97.84170822441098,100.11637952493156,99.9887367592475,99.75478173839247,99.69846072966703,99.2860963250248,99.86834135652425,97.90179260187101,101.43536869111966,1
23,100.91461771100329,100.6235489324832,99.97757873665815,99.10660843571505,100.40049152955233,100.94554534209647,99.07396619092479,98.56238908112338,102.09719213827198,99.94511812111433,100.19281943556555,99.6847746611145,99.68691779997181,100.63878979504746,101.79093987434602,99.21239049443773,100.97260927741429,100.01901053701673,99.5032393711565,100.6579458260841,1
24,100.7216947425228,101.49221714871675,100.38672024235952,99.1147955001721,99.02902782272582,99.95153215756784,101.76970707768596,101.10455934680398,101.54037028879723,100.25484290747382,99.59733298270265,98.81124030321861,103.03007481644026,99.93266246319911,100.20445106325354,99.24205219791334,99.02760314781153,101.71773522411306,100.63618523733814,99.49650929230164,1
25,98.98329013943842,100.0701050365101,99.91857925366149,97.77288937057178,99.79730991675842,99.12869460502418,99.33844778057716,101.05606008509666,99.40750000179749,99.98437054726625,98.46147133687646,98.88131671339568,100.97642186748894,100.98540535889923,100.69413273611336,99.82285482785049,99.0332970594597,98.65978847177279,100.17954553265362,99.69942173895132,1
26,99.95584037178354,100.54092235660781,100.55291942330616,98.81431166040893,98.72096879641508,99.06514696870254,99.00060561323346,101.49967530806305,98.0097291506849,100.05101259193769,99.64290128144151,98.47021851013389,101.95104837584623,98.90928428106673,100.83780993651844,99.65336694891151,99.00632694744336,99.41826567293111,100.19767141435622,99.70190057565868,1
27,100.33350773904603,98.53510545000174,101.13521561634866,100.79149904104143,100.57195300889887,101.07409670217737,100.07912139223168,101.4845566497886,99.87907596474005,99.96872436720038,101.31050598803668,101.07501394042431,101.01543511636905,101.45636055584211,100.88001104124513,101.90944026101828,100.38176277178187,99.60071108525999,99.07597228549416,98.41989223352972,1
28,102.07069016167713,100.57086329594576,97.53131158907487,99.72152385616737,100.02153786513541,100.97166270972167,99.98691556705961,98.31305871794333,100.50867926423767,99.23460919895342,100.45378779212129,98.55131161374973,101.05135344605176,100.46955761726058,98.42538684121575,99.01350971262508,100.25894335220332,100.71547719770957,100.84790913993761,100.80614904057748,1
29,101.03638000248364,97.78813896899965,100.08495336892989,100.7028297818565,97.85108248773042,99.31746333211852,100.39905901617007,100.47161019084926,100.98889635235905,101.52897512662449,99.52802596929745,99.72461364001038,100.4668879392392,100.90493300159328,100.24521212857852,100.4782766304062,100.24542872745556,101.31586815811262,100.01428391519104,100.29682247535592,1
30,99.03336446827024,98.59536025806828,98.80111275814514,101.21607411267564,100.12057633779966,99.60527454200091,100.31938776336706,101.49623218374846,100.35770239441287,100.89220702609461,100.21118250723651,100.01807017895756,100.0722355928407,99.6548581880325,98.13259602157727,98.85203105294556,100.15218627687538,99.72576101460011,99.46303415992166,99.4282167864138,1
31,100.81150652222045,99.08959258156382,98.09601910050678,99.67131140119234,99.4131668456863,100.39717791074216,100.66612986003466,100.5355965402429,100.99100658485675,99.30024118749789,101.34181817593891,101.14599220252379,101.28266606907864,99.86642344091484,99.59754338149504,98.88175238605365,101.02157755101284,98.89387841385094,99.32832180986482,99.04443887025364,1
32,98.94668969933764,101.49732284505326,99.74443348860153,99.56225431718036,101.14477730315338,98.39006881197423,99.76516490824058,99.93220370988186,98.19828650430706,98.55903474157961,100.25322529885372,99.74465574597835,101.01253969853325,101.4472139254803,100.58688356993899,99.03036779086229,99.71221020039305,99.64426989908125,99.57258788172474,100.65192379009994,1
33,99.25350547103191,99.6069882152128,100.1750973444707,99.60196109473213,100.2355079614444,99.8620088526148,99.99459284420729,99.54551561763843,100.19771164577645,99.06690407424858,100.14173015583074,100.53331272516421,99.26545428906987,100.00269443653303,100.86427032886338,99.47816299147885,99.19461347276886,100.25102292742919,100.77278499657406,99.74901145899688,1
34,98.71101174522035,99.5581967054357,99.29123349772387,99.63896668547397,99.323618605866,97.74607276320529,100.80105448731284,101.339953786699,100.29155004507332,100.88201817078635,100.70087976854508,99.33103156603653,99.39556241085016,100.23427485100275,100.73817452352466,100.66222716647374,98.07574481862389,99.85049977465953,98.6982615103963,101.92430443557157,1
35,101.20530515204037,99.90537645659097,99.73245888582007,99.69222737864563,100.676273310622,99.80507614380771,97.7267061314157,99.27921356819557,100.13859209627991,97.54853433621167,101.22919353046186,100.05548322721162,100.23108867246364,99.65316338127842,100.19241592515776,100.30601594546124,101.45193672072622,99.64120625877699,99.78186264878266,100.21784700206932,1
